"COD recode (24 causes)"	"Sex (no total)"	"Race recode (White, Black)"	"Age recode with <1 year olds (5cat)"	"Year of death (no total)"	"Age-Adjusted Rate"	"Count"	"Population"
9	1	1	1	24	0.8	36	4165492
9	1	1	1	25	0.6	29	4261262
9	1	1	1	26	1.2	56	4331930
9	1	1	1	27	0.7	30	4398459
9	1	1	1	28	0.9	39	4443342
9	1	1	1	29	0.8	38	4493570
9	1	1	1	30	0.6	25	4545516
9	1	1	1	31	0.3	13	4578344
9	1	1	1	32	0.4	20	4590249
9	1	1	1	33	0.6	28	4610216
9	1	1	1	34	0.6	29	4612506
9	1	1	1	35	0.7	31	4598608
9	1	1	1	36	0.5	21	4571856
9	1	1	1	37	0.5	24	4559434
9	1	1	1	38	0.5	21	4558864
9	1	1	1	39	0.6	26	4578047
9	1	1	1	40	0.9	40	4609091
9	1	1	1	41	0.3	14	4637231
9	1	1	1	42	0.5	24	4646777
9	1	1	1	43	0.4	17	4655493
9	1	1	1	44	0.4	20	4662295
9	1	1	1	45	0.4	17	4672223
9	1	1	1	46	0.4	20	4675936
9	1	1	1	47	0.5	23	4690640
9	1	1	1	48	0.5	25	4711562
9	1	1	2	0	7.4	234	3543134
9	1	1	2	1	6.3	217	3692461
9	1	1	2	2	4.8	169	3840515
9	1	1	2	3	5.4	198	3997239
9	1	1	2	4	5.3	203	4146504
9	1	1	2	5	3.8	148	4305920
9	1	1	2	6	3.7	151	4473999
9	1	1	2	7	4.1	171	4630207
9	1	1	2	8	2.9	127	4774916
9	1	1	2	9	3.5	160	4910487
9	1	1	2	10	2.4	114	5046284
9	1	1	2	11	2.1	107	5241939
9	1	1	2	12	1.9	99	5358935
9	1	1	2	13	2.1	112	5424696
9	1	1	2	14	1.9	99	5479942
9	1	1	2	15	2.6	138	5522506
9	1	1	2	16	2.0	108	5557297
9	1	1	2	17	2.5	137	5597985
9	1	1	2	18	2.5	139	5623993
9	1	1	2	19	2.9	164	5634945
9	1	1	2	20	3.4	190	5618123
9	1	1	2	21	2.5	142	5610381
9	1	1	2	22	2.0	117	5621272
9	1	1	2	23	2.0	116	5640348
9	1	1	2	24	2.5	143	5659672
9	1	1	2	25	1.9	109	5681791
9	1	1	2	26	1.7	98	5709874
9	1	1	2	27	1.8	102	5736780
9	1	1	2	28	1.9	111	5770316
9	1	1	2	29	1.9	110	5800211
9	1	1	2	30	1.3	75	5818582
9	1	1	2	31	1.0	57	5847533
9	1	1	2	32	1.0	58	5893110
9	1	1	2	33	1.0	56	5956238
9	1	1	2	34	1.0	61	6022682
9	1	1	2	35	0.7	43	6113397
9	1	1	2	36	0.7	41	6201180
9	1	1	2	37	1.0	58	6285670
9	1	1	2	38	0.9	54	6378515
9	1	1	2	39	0.9	59	6475565
9	1	1	2	40	2.0	128	6574541
9	1	1	2	41	0.8	50	6657040
9	1	1	2	42	1.1	75	6734485
9	1	1	2	43	0.8	52	6803641
9	1	1	2	44	0.9	58	6870611
9	1	1	2	45	0.9	62	6928555
9	1	1	2	46	0.7	45	6977236
9	1	1	2	47	1.3	88	7030443
9	1	1	2	48	0.9	66	7069530
9	1	1	3	0	30.8	1045	3284890
9	1	1	3	1	29.2	1007	3328940
9	1	1	3	2	23.1	809	3371887
9	1	1	3	3	23.4	830	3411522
9	1	1	3	4	23.8	849	3448585
9	1	1	3	5	17.5	640	3484139
9	1	1	3	6	16.4	610	3514224
9	1	1	3	7	17.5	654	3565945
9	1	1	3	8	14.7	561	3616116
9	1	1	3	9	15.4	599	3673857
9	1	1	3	10	11.0	438	3735244
9	1	1	3	11	12.2	495	3822044
9	1	1	3	12	12.1	495	3869244
9	1	1	3	13	10.3	431	3957013
9	1	1	3	14	9.8	419	4045855
9	1	1	3	15	10.2	438	4145632
9	1	1	3	16	11.9	527	4249281
9	1	1	3	17	12.9	578	4364048
9	1	1	3	18	11.6	525	4477407
9	1	1	3	19	12.4	577	4594964
9	1	1	3	20	12.2	577	4722713
9	1	1	3	21	12.1	591	4866471
9	1	1	3	22	12.2	605	5034757
9	1	1	3	23	9.8	506	5217524
9	1	1	3	24	11.5	604	5396521
9	1	1	3	25	11.5	626	5584600
9	1	1	3	26	11.1	614	5773323
9	1	1	3	27	11.1	627	5959444
9	1	1	3	28	10.8	629	6155603
9	1	1	3	29	10.5	636	6347512
9	1	1	3	30	7.8	492	6542602
9	1	1	3	31	7.3	469	6722364
9	1	1	3	32	6.9	463	6893731
9	1	1	3	33	7.2	495	7053048
9	1	1	3	34	7.4	525	7206433
9	1	1	3	35	6.9	508	7360826
9	1	1	3	36	6.8	519	7529144
9	1	1	3	37	6.0	474	7702251
9	1	1	3	38	5.9	484	7856495
9	1	1	3	39	6.8	571	7991139
9	1	1	3	40	7.9	669	8116487
9	1	1	3	41	5.3	476	8241305
9	1	1	3	42	6.3	579	8343107
9	1	1	3	43	5.8	541	8425914
9	1	1	3	44	6.6	641	8502646
9	1	1	3	45	7.7	742	8583085
9	1	1	3	46	5.8	585	8673568
9	1	1	3	47	6.8	679	8748628
9	1	1	3	48	6.6	673	8824720
9	1	1	4	0	207.8	1435	841551
9	1	1	4	1	181.1	1335	878751
9	1	1	4	2	161.3	1191	915783
9	1	1	4	3	161.7	1270	950790
9	1	1	4	4	168.7	1387	985992
9	1	1	4	5	144.8	1241	1027904
9	1	1	4	6	140.0	1231	1066340
9	1	1	4	7	159.5	1415	1099453
9	1	1	4	8	130.8	1231	1139341
9	1	1	4	9	142.1	1376	1178816
9	1	1	4	10	105.6	1068	1218798
9	1	1	4	11	138.9	1446	1252321
9	1	1	4	12	123.8	1325	1281834
9	1	1	4	13	108.8	1203	1312755
9	1	1	4	14	120.0	1375	1342118
9	1	1	4	15	136.9	1619	1370197
9	1	1	4	16	156.9	1894	1396952
9	1	1	4	17	160.7	2006	1426920
9	1	1	4	18	153.7	1973	1456501
9	1	1	4	19	171.6	2270	1486039
9	1	1	4	20	186.1	2513	1514800
9	1	1	4	21	182.6	2538	1542420
9	1	1	4	22	177.3	2555	1571800
9	1	1	4	23	168.0	2504	1601278
9	1	1	4	24	183.5	2817	1629713
9	1	1	4	25	173.3	2737	1655179
9	1	1	4	26	181.9	2946	1681609
9	1	1	4	27	178.0	2962	1707799
9	1	1	4	28	182.5	3095	1731507
9	1	1	4	29	190.1	3298	1754370
9	1	1	4	30	134.9	2402	1773388
9	1	1	4	31	137.3	2488	1798709
9	1	1	4	32	130.1	2364	1821726
9	1	1	4	33	135.9	2485	1842997
9	1	1	4	34	125.2	2312	1869516
9	1	1	4	35	123.4	2305	1894198
9	1	1	4	36	126.5	2419	1930726
9	1	1	4	37	114.0	2234	1966435
9	1	1	4	38	103.1	2065	2006642
9	1	1	4	39	107.2	2198	2057845
9	1	1	4	40	90.8	1906	2107377
9	1	1	4	41	91.3	1986	2165125
9	1	1	4	42	91.0	2034	2226001
9	1	1	4	43	84.9	1961	2321170
9	1	1	4	44	88.8	2122	2419080
9	1	1	4	45	81.4	2008	2526001
9	1	1	4	46	85.0	2183	2641488
9	1	1	4	47	75.2	1991	2760651
9	1	1	4	48	78.3	2138	2874676
10	0	0	0	0	18.2	275	1514641
10	0	0	0	1	22.3	339	1520117
10	0	0	0	2	19.2	299	1553592
10	0	0	0	3	21.6	305	1413121
10	0	0	0	4	24.4	325	1330370
10	0	0	0	5	27.8	364	1307809
10	0	0	0	6	29.8	401	1346332
10	0	0	0	7	32.4	430	1325561
10	0	0	0	8	32.7	456	1394848
10	0	0	0	9	33.0	466	1412505
10	0	0	0	10	5.8	84	1448419
10	0	0	0	11	6.8	102	1493786
10	0	0	0	12	6.9	105	1516142
10	0	0	0	13	6.1	93	1525865
10	0	0	0	14	7.9	120	1526163
10	0	0	0	15	7.2	107	1491206
10	0	0	0	16	7.4	113	1534172
10	0	0	0	17	6.7	103	1536973
10	0	0	0	18	5.0	76	1529082
10	0	0	0	19	5.9	91	1541190
10	0	0	0	20	6.4	101	1567669
10	0	0	0	21	5.5	89	1624007
10	0	0	0	22	5.0	82	1625478
10	0	0	0	23	4.4	71	1606157
10	0	0	0	24	4.8	75	1574670
10	0	0	0	25	4.9	76	1551711
10	0	0	0	26	4.3	66	1539528
10	0	0	0	27	4.1	62	1524669
10	0	0	0	28	4.9	74	1519823
10	0	0	0	29	3.7	56	1521486
10	0	0	0	30	6.9	106	1527801
10	0	0	0	31	5.7	88	1541238
10	0	0	0	32	6.3	100	1594490
10	0	0	0	33	6.4	100	1572249
10	0	0	0	34	4.7	74	1582125
10	0	0	0	35	6.5	103	1591206
10	0	0	0	36	6.1	96	1574764
10	0	0	0	37	5.3	84	1582557
10	0	0	0	38	5.3	85	1612525
10	0	0	0	39	5.3	84	1595501
10	0	0	0	40	4.5	69	1540088
10	0	0	0	41	4.5	69	1522490
10	0	0	0	42	3.1	48	1534654
10	0	0	0	43	3.4	52	1510617
10	0	0	0	44	3.5	53	1505703
10	0	0	0	45	3.7	56	1516827
10	0	0	0	46	3.7	56	1522072
10	0	0	0	47	4.3	65	1512444
10	0	0	0	48	3.1	46	1489721
10	0	0	1	0	0.2	48	23728170
10	0	0	1	1	0.2	56	23574128
10	0	0	1	2	0.2	50	23392871
10	0	0	1	3	0.2	46	23167157
10	0	0	1	4	0.2	50	22799887
10	0	0	1	5	0.2	43	22361343
10	0	0	1	6	0.2	36	21913505
10	0	0	1	7	0.2	46	21458208
10	0	0	1	8	0.3	49	21009347
10	0	0	1	9	0.2	40	20665104
10	0	0	1	10	0.2	32	20350287
10	0	0	1	11	0.2	46	20121485
10	0	0	1	12	0.2	43	20028472
10	0	0	1	13	0.2	40	19989691
10	0	0	1	14	0.2	51	19994853
10	0	0	1	15	0.2	38	19980565
10	0	0	1	16	0.3	53	19895646
10	0	0	1	17	0.2	48	19838957
10	0	0	1	18	0.3	55	19934523
10	0	0	1	19	0.2	50	20120944
10	0	0	1	20	0.2	49	20349453
10	0	0	1	21	0.3	62	20612902
10	0	0	1	22	0.2	46	20986491
10	0	0	1	23	0.2	36	21317771
10	0	0	1	24	0.2	54	21633347
10	0	0	1	25	0.2	45	21874749
10	0	0	1	26	0.2	45	22017868
10	0	0	1	27	0.2	46	22150364
10	0	0	1	28	0.2	43	22253331
10	0	0	1	29	0.3	62	22355932
10	0	0	1	30	0.3	60	22486645
10	0	0	1	31	0.3	65	22535184
10	0	0	1	32	0.3	78	22485328
10	0	0	1	33	0.3	76	22495077
10	0	0	1	34	0.3	61	22461424
10	0	0	1	35	0.2	55	22415201
10	0	0	1	36	0.3	66	22321770
10	0	0	1	37	0.3	67	22253511
10	0	0	1	38	0.3	71	22221328
10	0	0	1	39	0.2	52	22251257
10	0	0	1	40	0.2	43	22296668
10	0	0	1	41	0.2	49	22283642
10	0	0	1	42	0.2	49	22207104
10	0	0	1	43	0.2	47	22155927
10	0	0	1	44	0.2	37	22084717
10	0	0	1	45	0.2	35	22012952
10	0	0	1	46	0.2	38	21933659
10	0	0	1	47	0.3	59	21886847
10	0	0	1	48	0.2	38	21860045
10	0	0	2	0	0.1	36	25291136
10	0	0	2	1	0.2	57	26326736
10	0	0	2	2	0.2	47	27361341
10	0	0	2	3	0.2	54	28433226
10	0	0	2	4	0.2	51	29360222
10	0	0	2	5	0.2	69	30248159
10	0	0	2	6	0.2	70	31101972
10	0	0	2	7	0.3	81	31946673
10	0	0	2	8	0.2	80	32657834
10	0	0	2	9	0.3	82	33159764
10	0	0	2	10	0.3	86	33731518
10	0	0	2	11	0.2	73	34164079
10	0	0	2	12	0.3	87	34578968
10	0	0	2	13	0.2	67	34437172
10	0	0	2	14	0.2	77	34436271
10	0	0	2	15	0.3	115	34453909
10	0	0	2	16	0.3	95	34506384
10	0	0	2	17	0.4	121	34544066
10	0	0	2	18	0.4	128	34363469
10	0	0	2	19	0.4	137	34073536
10	0	0	2	20	0.4	140	33703966
10	0	0	2	21	0.4	144	33421011
10	0	0	2	22	0.3	104	33158851
10	0	0	2	23	0.4	141	32955984
10	0	0	2	24	0.4	129	32726539
10	0	0	2	25	0.3	120	32534235
10	0	0	2	26	0.3	110	32396208
10	0	0	2	27	0.3	118	32254941
10	0	0	2	28	0.3	111	32186601
10	0	0	2	29	0.4	122	32163671
10	0	0	2	30	0.5	151	32134229
10	0	0	2	31	0.4	134	32204972
10	0	0	2	32	0.4	131	32288497
10	0	0	2	33	0.5	154	32370952
10	0	0	2	34	0.5	151	32391965
10	0	0	2	35	0.5	147	32508241
10	0	0	2	36	0.5	153	32566411
10	0	0	2	37	0.4	142	32656817
10	0	0	2	38	0.5	162	32779366
10	0	0	2	39	0.5	159	32965297
10	0	0	2	40	0.6	197	33126950
10	0	0	2	41	0.5	152	33257744
10	0	0	2	42	0.6	194	33446766
10	0	0	2	43	0.5	162	33615418
10	0	0	2	44	0.5	179	33748998
10	0	0	2	45	0.5	183	33872312
10	0	0	2	46	0.5	176	33936061
10	0	0	2	47	0.6	199	34000041
10	0	0	2	48	0.5	179	33984692
10	0	0	3	0	1.1	331	28027361
10	0	0	3	1	1.2	381	28124642
10	0	0	3	2	1.3	406	28221459
10	0	0	3	3	1.2	397	28323666
10	0	0	3	4	1.4	452	28418381
10	0	0	3	5	1.5	487	28486408
10	0	0	3	6	1.6	520	28557458
10	0	0	3	7	1.7	571	28729712
10	0	0	3	8	1.9	644	28944324
10	0	0	3	9	2.0	683	29373347
10	0	0	3	10	2.0	688	29718173
10	0	0	3	11	2.4	836	29983012
10	0	0	3	12	2.6	915	30191996
10	0	0	3	13	2.6	947	30865437
10	0	0	3	14	3.0	1090	31362331
10	0	0	3	15	3.1	1152	31875419
10	0	0	3	16	3.3	1218	32352403
10	0	0	3	17	3.5	1273	32885813
10	0	0	3	18	3.4	1259	33446770
10	0	0	3	19	3.4	1239	34073789
10	0	0	3	20	3.3	1197	34731073
10	0	0	3	21	3.2	1178	35451310
10	0	0	3	22	3.2	1189	36291875
10	0	0	3	23	3.1	1154	37216167
10	0	0	3	24	3.0	1145	38103478
10	0	0	3	25	3.2	1250	39003054
10	0	0	3	26	3.1	1234	39921038
10	0	0	3	27	3.1	1259	40859406
10	0	0	3	28	3.2	1304	41850330
10	0	0	3	29	3.5	1471	42796685
10	0	0	3	30	4.3	1884	43712855
10	0	0	3	31	4.7	2101	44478901
10	0	0	3	32	4.7	2164	45168468
10	0	0	3	33	5.0	2360	45783871
10	0	0	3	34	5.1	2472	46321531
10	0	0	3	35	5.0	2530	46917401
10	0	0	3	36	5.1	2620	47566183
10	0	0	3	37	5.1	2711	48157096
10	0	0	3	38	5.2	2813	48557957
10	0	0	3	39	5.4	3015	48745516
10	0	0	3	40	5.4	3081	48946733
10	0	0	3	41	5.2	2995	49175113
10	0	0	3	42	5.3	3163	49295232
10	0	0	3	43	5.4	3227	49080757
10	0	0	3	44	5.7	3393	48981311
10	0	0	3	45	5.9	3553	48931554
10	0	0	3	46	5.9	3589	48991717
10	0	0	3	47	6.2	3750	48994751
10	0	0	3	48	6.1	3663	48968062
10	0	0	4	0	8.7	542	7511561
10	0	0	4	1	10.5	677	7646350
10	0	0	4	2	13.1	837	7780919
10	0	0	4	3	14.5	929	7914369
10	0	0	4	4	14.8	1004	8051446
10	0	0	4	5	18.5	1251	8208800
10	0	0	4	6	19.1	1287	8365755
10	0	0	4	7	21.2	1461	8542272
10	0	0	4	8	24.0	1678	8746247
10	0	0	4	9	26.4	1877	8941410
10	0	0	4	10	30.7	2231	9155543
10	0	0	4	11	35.1	2614	9366962
10	0	0	4	12	37.8	2851	9533505
10	0	0	4	13	41.9	3208	9722669
10	0	0	4	14	48.1	3781	9923904
10	0	0	4	15	52.6	4189	10101619
10	0	0	4	16	59.1	4841	10296803
10	0	0	4	17	65.5	5415	10518414
10	0	0	4	18	65.5	5577	10750480
10	0	0	4	19	66.5	5751	10928399
10	0	0	4	20	59.8	5240	11137779
10	0	0	4	21	58.8	5312	11350917
10	0	0	4	22	58.5	5389	11566544
10	0	0	4	23	55.9	5333	11777005
10	0	0	4	24	57.9	5684	11997536
10	0	0	4	25	55.3	5527	12173070
10	0	0	4	26	54.2	5584	12362101
10	0	0	4	27	54.4	5762	12517027
10	0	0	4	28	56.4	6100	12624403
10	0	0	4	29	57.8	6403	12717923
10	0	0	4	30	73.0	8288	12797066
10	0	0	4	31	71.8	8327	12903454
10	0	0	4	32	75.5	8898	13010642
10	0	0	4	33	76.8	9227	13123017
10	0	0	4	34	75.0	9150	13282081
10	0	0	4	35	73.7	9150	13443735
10	0	0	4	36	72.8	9237	13639547
10	0	0	4	37	72.8	9446	13864652
10	0	0	4	38	71.2	9468	14154596
10	0	0	4	39	71.6	9756	14572265
10	0	0	4	40	70.3	9816	14934885
10	0	0	4	41	67.9	9710	15293170
10	0	0	4	42	67.8	9916	15651711
10	0	0	4	43	67.1	10165	16404082
10	0	0	4	44	70.1	10940	17013332
10	0	0	4	45	68.4	11019	17610475
10	0	0	4	46	71.9	11855	18179393
10	0	0	4	47	70.4	11952	18766873
10	0	0	4	48	68.5	11974	19362094
10	0	1	0	0	63.4	152	239711
10	0	1	0	1	49.4	119	240793
10	0	1	0	2	66.0	168	254565
10	0	1	0	3	54.6	131	239800
10	0	1	0	4	56.1	130	231559
10	0	1	0	5	66.1	149	225355
10	0	1	0	6	68.6	158	230396
10	0	1	0	7	70.6	162	229574
10	0	1	0	8	76.4	187	244916
10	0	1	0	9	68.6	169	246239
10	0	1	0	10	19.9	51	256841
10	0	1	0	11	14.7	40	271215
10	0	1	0	12	17.8	48	269763
10	0	1	0	13	20.9	57	273227
10	0	1	0	14	20.5	56	272576
10	0	1	0	15	22.5	60	267174
10	0	1	0	16	22.9	63	275410
10	0	1	0	17	25.0	70	280367
10	0	1	0	18	22.0	63	286659
10	0	1	0	19	12.5	37	296726
10	0	1	0	20	17.1	54	314886
10	0	1	0	21	17.2	55	320671
10	0	1	0	22	18.0	58	322244
10	0	1	0	23	15.8	51	322549
10	0	1	0	24	13.4	43	320522
10	0	1	0	25	11.9	37	311916
10	0	1	0	26	13.0	39	300477
10	0	1	0	27	16.6	48	289104
10	0	1	0	28	14.9	44	295451
10	0	1	0	29	15.0	45	299701
10	0	1	0	30	19.8	61	307443
10	0	1	0	31	15.8	50	316393
10	0	1	0	32	20.5	67	326628
10	0	1	0	33	16.1	51	317650
10	0	1	0	34	22.5	71	315118
10	0	1	0	35	17.1	55	320836
10	0	1	0	36	21.0	69	329152
10	0	1	0	37	16.0	54	337086
10	0	1	0	38	17.8	63	353833
10	0	1	0	39	16.1	57	353526
10	0	1	0	40	14.1	49	346752
10	0	1	0	41	13.8	47	340914
10	0	1	0	42	11.7	40	341857
10	0	1	0	43	14.4	49	340947
10	0	1	0	44	9.1	31	341695
10	0	1	0	45	7.8	27	345107
10	0	1	0	46	9.5	33	347452
10	0	1	0	47	11.0	38	344441
10	0	1	0	48	8.3	28	339133
10	0	1	1	0	0.4	16	3768738
10	0	1	1	1	0.4	15	3772591
10	0	1	1	2	0.4	14	3762774
10	0	1	1	3	0.3	11	3756095
10	0	1	1	4	0.5	17	3734064
10	0	1	1	5	0.7	25	3703198
10	0	1	1	6	0.3	12	3679914
10	0	1	1	7	0.4	15	3644563
10	0	1	1	8	0.6	19	3600204
10	0	1	1	9	0.5	16	3572979
10	0	1	1	10	0.5	19	3551258
10	0	1	1	11	0.4	14	3586432
10	0	1	1	12	0.6	21	3589983
10	0	1	1	13	0.3	13	3606647
10	0	1	1	14	0.4	14	3628440
10	0	1	1	15	0.5	19	3649602
10	0	1	1	16	0.5	19	3666087
10	0	1	1	17	0.7	25	3670013
10	0	1	1	18	0.5	17	3697774
10	0	1	1	19	0.5	18	3743665
10	0	1	1	20	0.3	14	3806359
10	0	1	1	21	0.6	23	3899018
10	0	1	1	22	0.5	21	4031689
10	0	1	1	23	0.4	16	4153214
10	0	1	1	24	0.4	19	4275395
10	0	1	1	25	0.4	19	4378752
10	0	1	1	26	0.5	21	4454940
10	0	1	1	27	0.4	17	4525870
10	0	1	1	28	0.3	16	4575116
10	0	1	1	29	0.4	19	4630088
10	0	1	1	30	0.4	18	4688205
10	0	1	1	31	0.4	19	4726113
10	0	1	1	32	0.3	15	4738751
10	0	1	1	33	0.3	12	4760430
10	0	1	1	34	0.4	20	4763970
10	0	1	1	35	0.3	13	4750871
10	0	1	1	36	0.6	27	4725180
10	0	1	1	37	0.5	25	4713244
10	0	1	1	38	0.3	16	4715668
10	0	1	1	39	0.4	17	4735958
10	0	1	1	40	0.4	17	4769079
10	0	1	1	41	0.3	13	4796640
10	0	1	1	42	0.2	10	4805857
10	0	1	1	43	0.3	13	4814849
10	0	1	1	44	0.4	21	4821156
10	0	1	1	45	0.3	16	4829061
10	0	1	1	46	0.3	16	4831677
10	0	1	1	47	0.2	10	4846219
10	0	1	1	48	0.3	13	4867665
10	0	1	2	0	0.7	21	3155053
10	0	1	2	1	0.7	20	3308641
10	0	1	2	2	0.9	26	3460915
10	0	1	2	3	0.8	26	3622825
10	0	1	2	4	0.8	24	3761939
10	0	1	2	5	0.9	31	3911743
10	0	1	2	6	0.9	29	4070351
10	0	1	2	7	1.0	35	4224896
10	0	1	2	8	0.5	18	4358462
10	0	1	2	9	0.6	21	4485899
10	0	1	2	10	0.7	26	4617898
10	0	1	2	11	0.9	37	4815298
10	0	1	2	12	1.2	50	4934056
10	0	1	2	13	0.9	40	5001838
10	0	1	2	14	1.0	45	5061968
10	0	1	2	15	1.3	58	5113957
10	0	1	2	16	1.2	55	5159519
10	0	1	2	17	1.3	63	5221239
10	0	1	2	18	1.7	82	5257927
10	0	1	2	19	1.3	65	5273487
10	0	1	2	20	1.6	83	5266578
10	0	1	2	21	1.5	79	5271228
10	0	1	2	22	1.6	82	5276094
10	0	1	2	23	1.1	58	5311978
10	0	1	2	24	1.1	60	5327595
10	0	1	2	25	1.3	71	5349566
10	0	1	2	26	1.4	72	5380589
10	0	1	2	27	1.2	62	5409465
10	0	1	2	28	1.0	52	5444290
10	0	1	2	29	1.1	57	5474999
10	0	1	2	30	1.0	55	5496885
10	0	1	2	31	1.4	77	5535501
10	0	1	2	32	1.3	71	5593243
10	0	1	2	33	1.1	58	5663095
10	0	1	2	34	1.4	75	5720600
10	0	1	2	35	1.4	75	5828071
10	0	1	2	36	1.3	74	5926447
10	0	1	2	37	1.2	66	6028472
10	0	1	2	38	1.1	63	6124670
10	0	1	2	39	1.3	77	6229713
10	0	1	2	40	1.1	64	6330394
10	0	1	2	41	1.0	61	6426157
10	0	1	2	42	0.9	53	6539428
10	0	1	2	43	1.0	61	6650919
10	0	1	2	44	0.9	61	6756476
10	0	1	2	45	0.8	55	6852957
10	0	1	2	46	1.2	76	6939668
10	0	1	2	47	1.1	75	7029343
10	0	1	2	48	0.9	66	7098144
10	0	1	3	0	3.8	109	2789904
10	0	1	3	1	4.3	128	2815368
10	0	1	3	2	4.4	131	2839977
10	0	1	3	3	4.6	142	2866373
10	0	1	3	4	4.9	150	2885412
10	0	1	3	5	5.7	177	2900539
10	0	1	3	6	6.0	187	2911753
10	0	1	3	7	6.3	198	2941297
10	0	1	3	8	7.3	234	2969884
10	0	1	3	9	7.9	255	3005920
10	0	1	3	10	7.9	262	3045170
10	0	1	3	11	9.5	321	3129368
10	0	1	3	12	9.8	329	3169697
10	0	1	3	13	9.9	345	3244660
10	0	1	3	14	10.8	378	3322705
10	0	1	3	15	11.9	419	3410667
10	0	1	3	16	14.0	509	3500851
10	0	1	3	17	15.1	547	3602060
10	0	1	3	18	14.6	536	3701169
10	0	1	3	19	15.0	559	3806224
10	0	1	3	20	14.0	533	3920807
10	0	1	3	21	13.2	515	4051741
10	0	1	3	22	13.3	529	4204619
10	0	1	3	23	13.0	530	4376012
10	0	1	3	24	11.9	506	4541235
10	0	1	3	25	12.4	542	4710568
10	0	1	3	26	13.0	583	4883829
10	0	1	3	27	14.3	660	5054195
10	0	1	3	28	12.4	590	5239600
10	0	1	3	29	13.0	639	5424116
10	0	1	3	30	16.3	832	5612001
10	0	1	3	31	15.7	831	5790922
10	0	1	3	32	15.6	854	5949423
10	0	1	3	33	15.3	871	6091555
10	0	1	3	34	15.9	941	6226987
10	0	1	3	35	15.2	939	6372044
10	0	1	3	36	14.9	956	6528932
10	0	1	3	37	15.3	1022	6690362
10	0	1	3	38	14.9	1035	6835954
10	0	1	3	39	14.8	1064	6965218
10	0	1	3	40	13.7	1023	7083541
10	0	1	3	41	12.8	998	7202298
10	0	1	3	42	13.1	1054	7286479
10	0	1	3	43	12.1	992	7356351
10	0	1	3	44	12.7	1053	7423128
10	0	1	3	45	12.6	1080	7495491
10	0	1	3	46	12.5	1083	7582116
10	0	1	3	47	12.6	1107	7653633
10	0	1	3	48	12.4	1109	7726181
10	0	1	4	0	16.4	89	649543
10	0	1	4	1	21.6	124	670190
10	0	1	4	2	21.8	139	690759
10	0	1	4	3	26.7	163	709929
10	0	1	4	4	31.4	193	729443
10	0	1	4	5	34.3	216	749997
10	0	1	4	6	37.1	247	767367
10	0	1	4	7	46.3	295	783969
10	0	1	4	8	53.0	339	802152
10	0	1	4	9	56.8	383	819908
10	0	1	4	10	63.2	439	839080
10	0	1	4	11	77.4	544	852302
10	0	1	4	12	78.4	537	862379
10	0	1	4	13	83.8	591	874120
10	0	1	4	14	98.9	726	885224
10	0	1	4	15	112.4	827	894174
10	0	1	4	16	126.3	949	904102
10	0	1	4	17	131.1	992	914869
10	0	1	4	18	137.4	1060	927055
10	0	1	4	19	132.6	1050	938141
10	0	1	4	20	122.2	959	950412
10	0	1	4	21	118.8	951	960228
10	0	1	4	22	117.6	966	975093
10	0	1	4	23	122.3	1011	990558
10	0	1	4	24	126.7	1045	1006696
10	0	1	4	25	114.7	990	1021062
10	0	1	4	26	122.6	1064	1036705
10	0	1	4	27	119.4	1056	1051984
10	0	1	4	28	128.3	1169	1064897
10	0	1	4	29	127.8	1163	1078856
10	0	1	4	30	177.1	1657	1090557
10	0	1	4	31	169.2	1610	1106806
10	0	1	4	32	169.5	1628	1126206
10	0	1	4	33	175.6	1710	1144968
10	0	1	4	34	169.4	1667	1167645
10	0	1	4	35	159.8	1608	1189647
10	0	1	4	36	162.1	1658	1219988
10	0	1	4	37	145.8	1550	1247475
10	0	1	4	38	151.4	1658	1278555
10	0	1	4	39	148.8	1662	1318528
10	0	1	4	40	137.4	1592	1358168
10	0	1	4	41	130.2	1572	1404186
10	0	1	4	42	123.5	1543	1453223
10	0	1	4	43	121.3	1593	1529755
10	0	1	4	44	125.2	1716	1606815
10	0	1	4	45	123.4	1791	1689221
10	0	1	4	46	124.4	1889	1778238
10	0	1	4	47	117.2	1880	1866398
10	0	1	4	48	112.3	1874	1949646
10	1	0	0	0	14.1	204	1447512
10	1	0	0	1	17.8	258	1450772
10	1	0	0	2	14.8	219	1475462
10	1	0	0	3	16.1	217	1346384
10	1	0	0	4	18.3	232	1267677
10	1	0	0	5	20.6	256	1240561
10	1	0	0	6	20.4	261	1277991
10	1	0	0	7	24.7	311	1260113
10	1	0	0	8	21.0	278	1321057
10	1	0	0	9	22.0	295	1340661
10	1	0	0	10	5.5	75	1374248
10	1	0	0	11	3.2	45	1417899
10	1	0	0	12	5.1	74	1437659
10	1	0	0	13	5.3	77	1448184
10	1	0	0	14	5.5	79	1447087
10	1	0	0	15	5.3	75	1415159
10	1	0	0	16	5.4	78	1455371
10	1	0	0	17	5.9	86	1459090
10	1	0	0	18	5.0	72	1451789
10	1	0	0	19	4.4	64	1463898
10	1	0	0	20	4.8	72	1490283
10	1	0	0	21	4.3	67	1542122
10	1	0	0	22	4.3	66	1544642
10	1	0	0	23	3.6	55	1530646
10	1	0	0	24	4.8	71	1491473
10	1	0	0	25	4.3	63	1471729
10	1	0	0	26	4.2	61	1459432
10	1	0	0	27	3.7	54	1446136
10	1	0	0	28	3.5	51	1443871
