"COD recode (24 causes)"	"Sex (no total)"	"Race recode (White, Black)"	"Age recode with <1 year olds (5cat)"	"Year of death (no total)"	"Age-Adjusted Rate"	"Count"	"Population"
22	0	1	0	7	76.2	175	229574
22	0	1	0	8	69.4	170	244916
22	0	1	0	9	73.5	181	246239
22	0	1	0	10	62.3	160	256841
22	0	1	0	11	65.6	178	271215
22	0	1	0	12	53.0	143	269763
22	0	1	0	13	59.3	162	273227
22	0	1	0	14	58.7	160	272576
22	0	1	0	15	46.4	124	267174
22	0	1	0	16	42.8	118	275410
22	0	1	0	17	52.1	146	280367
22	0	1	0	18	53.0	152	286659
22	0	1	0	19	53.9	160	296726
22	0	1	0	20	56.8	179	314886
22	0	1	0	21	49.0	157	320671
22	0	1	0	22	52.1	168	322244
22	0	1	0	23	37.2	120	322549
22	0	1	0	24	46.2	148	320522
22	0	1	0	25	46.5	145	311916
22	0	1	0	26	39.3	118	300477
22	0	1	0	27	42.2	122	289104
22	0	1	0	28	43.3	128	295451
22	0	1	0	29	39.7	119	299701
22	0	1	0	30	45.9	141	307443
22	0	1	0	31	47.1	149	316393
22	0	1	0	32	49.6	162	326628
22	0	1	0	33	55.4	176	317650
22	0	1	0	34	50.8	160	315118
22	0	1	0	35	50.8	163	320836
22	0	1	0	36	52.3	172	329152
22	0	1	0	37	63.2	213	337086
22	0	1	0	38	62.7	222	353833
22	0	1	0	39	60.8	215	353526
22	0	1	0	40	67.2	233	346752
22	0	1	0	41	59.3	202	340914
22	0	1	0	42	61.7	211	341857
22	0	1	0	43	68.6	234	340947
22	0	1	0	44	65.3	223	341695
22	0	1	0	45	68.1	235	345107
22	0	1	0	46	65.9	229	347452
22	0	1	0	47	69.7	240	344441
22	0	1	0	48	75.5	256	339133
22	0	1	1	0	45.8	1714	3768738
22	0	1	1	1	42.1	1579	3772591
22	0	1	1	2	43.4	1621	3762774
22	0	1	1	3	41.0	1530	3756095
22	0	1	1	4	44.5	1656	3734064
22	0	1	1	5	37.3	1372	3703198
22	0	1	1	6	37.7	1379	3679914
22	0	1	1	7	34.4	1238	3644563
22	0	1	1	8	35.5	1269	3600204
22	0	1	1	9	33.9	1201	3572979
22	0	1	1	10	34.6	1220	3551258
22	0	1	1	11	31.3	1119	3586432
22	0	1	1	12	28.9	1040	3589983
22	0	1	1	13	26.6	961	3606647
22	0	1	1	14	25.6	935	3628440
22	0	1	1	15	26.4	970	3649602
22	0	1	1	16	25.2	930	3666087
22	0	1	1	17	25.7	951	3670013
22	0	1	1	18	26.2	980	3697774
22	0	1	1	19	25.8	978	3743665
22	0	1	1	20	24.7	951	3806359
22	0	1	1	21	21.4	847	3899018
22	0	1	1	22	22.5	920	4031689
22	0	1	1	23	19.4	816	4153214
22	0	1	1	24	19.8	865	4275395
22	0	1	1	25	20.7	920	4378752
22	0	1	1	26	17.6	789	4454940
22	0	1	1	27	17.5	799	4525870
22	0	1	1	28	15.8	726	4575116
22	0	1	1	29	17.3	800	4630088
22	0	1	1	30	15.8	738	4688205
22	0	1	1	31	13.9	653	4726113
22	0	1	1	32	13.4	636	4738751
22	0	1	1	33	13.5	639	4760430
22	0	1	1	34	11.3	538	4763970
22	0	1	1	35	11.4	539	4750871
22	0	1	1	36	10.5	498	4725180
22	0	1	1	37	10.9	509	4713244
22	0	1	1	38	9.9	468	4715668
22	0	1	1	39	9.1	432	4735958
22	0	1	1	40	8.6	416	4769079
22	0	1	1	41	7.9	383	4796640
22	0	1	1	42	7.7	375	4805857
22	0	1	1	43	8.4	407	4814849
22	0	1	1	44	8.1	392	4821156
22	0	1	1	45	8.3	404	4829061
22	0	1	1	46	7.7	376	4831677
22	0	1	1	47	8.5	415	4846219
22	0	1	1	48	8.6	422	4867665
22	0	1	2	0	132.1	4057	3155053
22	0	1	2	1	131.9	4216	3308641
22	0	1	2	2	123.3	4144	3460915
22	0	1	2	3	118.0	4135	3622825
22	0	1	2	4	110.6	4034	3761939
22	0	1	2	5	97.2	3655	3911743
22	0	1	2	6	93.9	3660	4070351
22	0	1	2	7	86.5	3473	4224896
22	0	1	2	8	86.3	3619	4358462
22	0	1	2	9	79.9	3473	4485899
22	0	1	2	10	78.7	3477	4617898
22	0	1	2	11	77.2	3605	4815298
22	0	1	2	12	70.0	3362	4934056
22	0	1	2	13	65.3	3175	5001838
22	0	1	2	14	61.4	3040	5061968
22	0	1	2	15	62.6	3157	5113957
22	0	1	2	16	63.2	3232	5159519
22	0	1	2	17	67.8	3520	5221239
22	0	1	2	18	66.0	3463	5257927
22	0	1	2	19	66.9	3512	5273487
22	0	1	2	20	64.4	3383	5266578
22	0	1	2	21	62.6	3293	5271228
22	0	1	2	22	61.7	3261	5276094
22	0	1	2	23	52.8	2809	5311978
22	0	1	2	24	56.6	3018	5327595
22	0	1	2	25	54.1	2895	5349566
22	0	1	2	26	53.0	2850	5380589
22	0	1	2	27	52.0	2803	5409465
22	0	1	2	28	49.9	2706	5444290
22	0	1	2	29	49.4	2690	5474999
22	0	1	2	30	48.3	2636	5496885
22	0	1	2	31	47.3	2601	5535501
22	0	1	2	32	45.5	2529	5593243
22	0	1	2	33	46.5	2607	5663095
22	0	1	2	34	43.3	2448	5720600
22	0	1	2	35	44.7	2561	5828071
22	0	1	2	36	46.6	2703	5926447
22	0	1	2	37	48.3	2834	6028472
22	0	1	2	38	44.8	2678	6124670
22	0	1	2	39	38.4	2336	6229713
22	0	1	2	40	35.7	2198	6330394
22	0	1	2	41	35.8	2253	6426157
22	0	1	2	42	34.7	2229	6539428
22	0	1	2	43	35.2	2297	6650919
22	0	1	2	44	35.5	2358	6756476
22	0	1	2	45	38.5	2609	6852957
22	0	1	2	46	42.1	2912	6939668
22	0	1	2	47	50.3	3517	7029343
22	0	1	2	48	52.3	3715	7098144
22	0	1	3	0	143.7	4030	2789904
22	0	1	3	1	148.0	4183	2815368
22	0	1	3	2	133.4	3808	2839977
22	0	1	3	3	138.3	3980	2866373
22	0	1	3	4	135.1	3925	2885412
22	0	1	3	5	118.7	3462	2900539
22	0	1	3	6	117.5	3438	2911753
22	0	1	3	7	109.8	3249	2941297
22	0	1	3	8	110.9	3319	2969884
22	0	1	3	9	110.9	3351	3005920
22	0	1	3	10	106.5	3253	3045170
22	0	1	3	11	104.9	3316	3129368
22	0	1	3	12	97.4	3107	3169697
22	0	1	3	13	87.6	2861	3244660
22	0	1	3	14	85.7	2871	3322705
22	0	1	3	15	80.8	2777	3410667
22	0	1	3	16	87.3	3075	3500851
22	0	1	3	17	83.6	3034	3602060
22	0	1	3	18	85.7	3183	3701169
22	0	1	3	19	89.5	3409	3806224
22	0	1	3	20	89.2	3497	3920807
22	0	1	3	21	77.8	3159	4051741
22	0	1	3	22	74.4	3156	4204619
22	0	1	3	23	74.0	3226	4376012
22	0	1	3	24	77.9	3546	4541235
22	0	1	3	25	76.0	3553	4710568
22	0	1	3	26	76.0	3703	4883829
22	0	1	3	27	71.2	3555	5054195
22	0	1	3	28	71.8	3737	5239600
22	0	1	3	29	71.0	3816	5424116
22	0	1	3	30	69.9	3886	5612001
22	0	1	3	31	67.8	3903	5790922
22	0	1	3	32	67.4	3994	5949423
22	0	1	3	33	65.1	3952	6091555
22	0	1	3	34	65.1	4053	6226987
22	0	1	3	35	64.5	4116	6372044
22	0	1	3	36	70.0	4587	6528932
22	0	1	3	37	71.9	4846	6690362
22	0	1	3	38	67.6	4663	6835954
22	0	1	3	39	60.4	4263	6965218
22	0	1	3	40	56.5	4056	7083541
22	0	1	3	41	53.3	3934	7202298
22	0	1	3	42	57.4	4295	7286479
22	0	1	3	43	56.6	4295	7356351
22	0	1	3	44	59.6	4589	7423128
22	0	1	3	45	61.2	4752	7495491
22	0	1	3	46	70.2	5515	7582116
22	0	1	3	47	83.0	6564	7653633
22	0	1	3	48	95.6	7610	7726181
22	0	1	4	0	196.8	1180	649543
22	0	1	4	1	193.5	1199	670190
22	0	1	4	2	204.1	1301	690759
22	0	1	4	3	200.8	1292	709929
22	0	1	4	4	190.9	1259	729443
22	0	1	4	5	174.1	1205	749997
22	0	1	4	6	167.9	1187	767367
22	0	1	4	7	167.6	1197	783969
22	0	1	4	8	164.2	1212	802152
22	0	1	4	9	171.3	1273	819908
22	0	1	4	10	182.1	1358	839080
22	0	1	4	11	193.0	1469	852302
22	0	1	4	12	175.2	1344	862379
22	0	1	4	13	163.3	1280	874120
22	0	1	4	14	173.4	1364	885224
22	0	1	4	15	171.4	1358	894174
22	0	1	4	16	173.0	1379	904102
22	0	1	4	17	169.5	1364	914869
22	0	1	4	18	167.1	1366	927055
22	0	1	4	19	181.8	1523	938141
22	0	1	4	20	175.1	1477	950412
22	0	1	4	21	149.8	1288	960228
22	0	1	4	22	151.9	1305	975093
22	0	1	4	23	142.4	1254	990558
22	0	1	4	24	147.7	1313	1006696
22	0	1	4	25	146.4	1309	1021062
22	0	1	4	26	148.9	1365	1036705
22	0	1	4	27	142.5	1354	1051984
22	0	1	4	28	133.8	1276	1064897
22	0	1	4	29	142.0	1353	1078856
22	0	1	4	30	139.4	1358	1090557
22	0	1	4	31	122.6	1220	1106806
22	0	1	4	32	120.3	1204	1126206
22	0	1	4	33	121.9	1234	1144968
22	0	1	4	34	113.9	1181	1167645
22	0	1	4	35	116.1	1221	1189647
22	0	1	4	36	126.3	1366	1219988
22	0	1	4	37	107.7	1199	1247475
22	0	1	4	38	106.7	1235	1278555
22	0	1	4	39	100.4	1203	1318528
22	0	1	4	40	96.0	1176	1358168
22	0	1	4	41	103.2	1300	1404186
22	0	1	4	42	96.2	1274	1453223
22	0	1	4	43	97.2	1346	1529755
22	0	1	4	44	99.1	1451	1606815
22	0	1	4	45	102.4	1566	1689221
22	0	1	4	46	108.6	1744	1778238
22	0	1	4	47	119.9	2079	1866398
22	0	1	4	48	118.1	2194	1949646
22	1	0	0	0	49.5	716	1447512
22	1	0	0	1	50.2	728	1450772
22	1	0	0	2	42.9	633	1475462
22	1	0	0	3	40.2	541	1346384
22	1	0	0	4	36.6	464	1267677
22	1	0	0	5	36.0	446	1240561
22	1	0	0	6	33.3	426	1277991
22	1	0	0	7	30.4	383	1260113
22	1	0	0	8	26.6	351	1321057
22	1	0	0	9	29.2	392	1340661
22	1	0	0	10	22.0	302	1374248
22	1	0	0	11	25.2	357	1417899
22	1	0	0	12	21.4	308	1437659
22	1	0	0	13	20.0	290	1448184
22	1	0	0	14	20.0	289	1447087
22	1	0	0	15	19.6	278	1415159
22	1	0	0	16	19.5	284	1455371
22	1	0	0	17	19.1	278	1459090
22	1	0	0	18	20.4	296	1451789
22	1	0	0	19	19.0	278	1463898
22	1	0	0	20	18.8	280	1490283
22	1	0	0	21	17.9	276	1542122
22	1	0	0	22	17.9	277	1544642
22	1	0	0	23	13.9	213	1530646
22	1	0	0	24	17.8	265	1491473
22	1	0	0	25	16.6	244	1471729
22	1	0	0	26	15.8	231	1459432
22	1	0	0	27	16.8	243	1446136
22	1	0	0	28	15.9	230	1443871
22	1	0	0	29	14.4	207	1442376
22	1	0	0	30	15.8	229	1451166
22	1	0	0	31	16.3	238	1464611
22	1	0	0	32	19.1	291	1523342
22	1	0	0	33	15.0	225	1501448
22	1	0	0	34	17.6	265	1508897
22	1	0	0	35	19.2	292	1518291
22	1	0	0	36	23.1	346	1500994
22	1	0	0	37	20.5	309	1509872
22	1	0	0	38	22.6	348	1538040
22	1	0	0	39	23.8	363	1525335
22	1	0	0	40	20.4	300	1471609
22	1	0	0	41	20.7	301	1455553
22	1	0	0	42	21.8	318	1461423
22	1	0	0	43	21.2	305	1442078
22	1	0	0	44	19.2	276	1437978
22	1	0	0	45	20.2	292	1442716
22	1	0	0	46	21.7	315	1451960
22	1	0	0	47	20.6	297	1442459
22	1	0	0	48	21.7	308	1419675
22	1	0	1	0	15.2	3359	22716673
22	1	0	1	1	14.7	3241	22555640
22	1	0	1	2	15.3	3359	22373706
22	1	0	1	3	15.6	3398	22143911
22	1	0	1	4	15.4	3302	21781913
22	1	0	1	5	13.6	2849	21348603
22	1	0	1	6	13.3	2713	20907513
22	1	0	1	7	13.1	2611	20462316
22	1	0	1	8	13.4	2626	20022441
22	1	0	1	9	13.3	2567	19679251
22	1	0	1	10	12.5	2386	19371753
22	1	0	1	11	12.0	2277	19130593
22	1	0	1	12	10.9	2068	19034752
22	1	0	1	13	10.6	2033	18985581
22	1	0	1	14	10.0	1928	18983858
22	1	0	1	15	9.5	1826	18960234
22	1	0	1	16	9.6	1845	18872903
22	1	0	1	17	9.7	1853	18816902
22	1	0	1	18	9.5	1822	18903877
22	1	0	1	19	9.7	1871	19075507
22	1	0	1	20	9.4	1844	19291129
22	1	0	1	21	8.3	1644	19539041
22	1	0	1	22	8.3	1689	19894220
22	1	0	1	23	7.2	1479	20211574
22	1	0	1	24	7.6	1579	20519608
22	1	0	1	25	7.5	1569	20749741
22	1	0	1	26	7.6	1610	20887092
22	1	0	1	27	7.3	1543	21013803
22	1	0	1	28	6.9	1464	21113087
22	1	0	1	29	6.7	1423	21212899
22	1	0	1	30	6.6	1399	21336360
22	1	0	1	31	6.4	1368	21384712
22	1	0	1	32	6.0	1269	21341175
22	1	0	1	33	5.6	1188	21359886
22	1	0	1	34	5.7	1218	21337823
22	1	0	1	35	5.8	1238	21300291
22	1	0	1	36	5.4	1153	21222789
22	1	0	1	37	5.4	1146	21162682
22	1	0	1	38	5.0	1056	21136887
22	1	0	1	39	4.3	914	21174938
22	1	0	1	40	3.9	842	21228987
22	1	0	1	41	4.0	864	21231709
22	1	0	1	42	4.0	844	21180343
22	1	0	1	43	3.9	824	21137529
22	1	0	1	44	3.5	746	21080653
22	1	0	1	45	3.4	710	21019375
22	1	0	1	46	3.5	726	20944413
22	1	0	1	47	3.8	800	20898211
22	1	0	1	48	3.6	750	20869562
22	1	0	2	0	23.5	6271	25897534
22	1	0	2	1	23.1	6354	26701272
22	1	0	2	2	23.2	6573	27504351
22	1	0	2	3	24.0	7031	28346322
22	1	0	2	4	23.1	6945	29171012
22	1	0	2	5	20.1	6166	29973519
22	1	0	2	6	20.1	6323	30772078
22	1	0	2	7	20.7	6705	31554365
22	1	0	2	8	21.9	7220	32220868
22	1	0	2	9	23.2	7734	32695588
22	1	0	2	10	22.6	7611	33213071
22	1	0	2	11	22.7	7692	33626780
22	1	0	2	12	21.5	7329	33980132
22	1	0	2	13	19.2	6507	33794197
22	1	0	2	14	19.2	6448	33714981
22	1	0	2	15	20.0	6657	33661283
22	1	0	2	16	19.3	6408	33652871
22	1	0	2	17	20.4	6740	33605042
22	1	0	2	18	20.6	6735	33378974
22	1	0	2	19	20.6	6645	33049238
22	1	0	2	20	20.7	6571	32635017
22	1	0	2	21	19.2	6036	32296973
22	1	0	2	22	18.7	5793	31997259
22	1	0	2	23	17.3	5333	31703164
22	1	0	2	24	17.3	5313	31440555
22	1	0	2	25	17.5	5332	31213239
22	1	0	2	26	18.0	5455	31021718
22	1	0	2	27	18.0	5468	30839034
22	1	0	2	28	17.9	5406	30725430
22	1	0	2	29	17.4	5267	30651492
22	1	0	2	30	17.3	5256	30551394
22	1	0	2	31	17.1	5203	30549834
22	1	0	2	32	17.0	5180	30614509
22	1	0	2	33	18.8	5761	30706266
22	1	0	2	34	18.9	5830	30807987
22	1	0	2	35	19.4	6011	30899753
22	1	0	2	36	19.5	6042	30975225
22	1	0	2	37	20.3	6310	31057534
22	1	0	2	38	20.4	6382	31211168
22	1	0	2	39	18.3	5748	31407516
22	1	0	2	40	17.9	5646	31598880
22	1	0	2	41	18.6	5901	31747146
22	1	0	2	42	19.2	6133	31932383
22	1	0	2	43	18.9	6095	32059171
22	1	0	2	44	18.7	6068	32168570
22	1	0	2	45	19.4	6322	32268980
22	1	0	2	46	21.8	7116	32307929
22	1	0	2	47	25.1	8215	32348520
22	1	0	2	48	26.3	8605	32328995
22	1	0	3	0	26.0	8069	29952270
22	1	0	3	1	25.2	7879	30057163
22	1	0	3	2	24.8	7786	30161999
22	1	0	3	3	24.6	7771	30261813
22	1	0	3	4	24.0	7648	30357893
22	1	0	3	5	20.3	6455	30426249
22	1	0	3	6	19.8	6300	30496815
22	1	0	3	7	19.5	6264	30662464
22	1	0	3	8	19.9	6398	30863824
22	1	0	3	9	19.2	6246	31280350
22	1	0	3	10	18.9	6154	31614616
22	1	0	3	11	18.4	6053	31874296
22	1	0	3	12	17.8	5869	32037866
22	1	0	3	13	16.3	5473	32658202
22	1	0	3	14	15.7	5355	33101619
22	1	0	3	15	16.2	5574	33558016
22	1	0	3	16	16.0	5569	33974126
22	1	0	3	17	15.2	5354	34435697
22	1	0	3	18	15.7	5631	34910297
22	1	0	3	19	16.0	5790	35456823
22	1	0	3	20	15.7	5751	36020485
22	1	0	3	21	15.4	5727	36647003
22	1	0	3	22	14.2	5360	37399837
22	1	0	3	23	14.0	5388	38238106
22	1	0	3	24	14.8	5848	39068407
22	1	0	3	25	15.1	6054	39923754
22	1	0	3	26	15.6	6395	40800096
22	1	0	3	27	16.4	6849	41697347
22	1	0	3	28	16.4	7024	42648656
22	1	0	3	29	17.3	7538	43564261
22	1	0	3	30	16.9	7523	44455629
22	1	0	3	31	17.3	7813	45202055
22	1	0	3	32	18.5	8472	45868600
22	1	0	3	33	20.4	9444	46488470
22	1	0	3	34	21.6	10121	47042257
22	1	0	3	35	22.5	10713	47618988
22	1	0	3	36	23.6	11344	48250946
22	1	0	3	37	25.0	12150	48836707
22	1	0	3	38	25.8	12670	49235852
22	1	0	3	39	26.2	12920	49424351
22	1	0	3	40	25.6	12734	49635087
22	1	0	3	41	26.7	13288	49870628
22	1	0	3	42	28.1	14003	50004057
22	1	0	3	43	27.8	13951	49765139
22	1	0	3	44	28.9	14433	49644251
22	1	0	3	45	29.9	14942	49563694
22	1	0	3	46	31.6	15707	49569502
22	1	0	3	47	34.1	16852	49531705
22	1	0	3	48	36.3	17802	49464657
22	1	0	4	0	142.9	12452	10391855
22	1	0	4	1	130.6	11961	10700548
22	1	0	4	2	126.5	12066	11009079
22	1	0	4	3	119.3	11851	11316580
22	1	0	4	4	119.6	12280	11628408
22	1	0	4	5	106.1	11309	11968483
22	1	0	4	6	97.1	10803	12309822
22	1	0	4	7	93.7	10602	12579440
22	1	0	4	8	90.4	10640	12920792
22	1	0	4	9	86.9	10573	13248277
22	1	0	4	10	82.7	10380	13589965
22	1	0	4	11	83.3	10775	13928947
22	1	0	4	12	77.8	10358	14216984
22	1	0	4	13	74.2	10178	14528572
22	1	0	4	14	74.5	10502	14837833
22	1	0	4	15	73.8	10653	15115303
22	1	0	4	16	74.5	11042	15395084
22	1	0	4	17	74.0	11214	15694954
22	1	0	4	18	73.3	11377	16007992
22	1	0	4	19	76.2	12064	16253900
22	1	0	4	20	74.2	11994	16529349
22	1	0	4	21	71.8	11895	16819540
22	1	0	4	22	71.0	12073	17087147
22	1	0	4	23	69.4	12096	17334533
22	1	0	4	24	71.1	12690	17571770
22	1	0	4	25	70.8	12878	17742449
22	1	0	4	26	72.1	13383	17905510
22	1	0	4	27	75.3	14228	18036430
22	1	0	4	28	75.1	14398	18105523
22	1	0	4	29	79.0	15339	18145241
22	1	0	4	30	75.6	14930	18167290
22	1	0	4	31	73.2	14639	18217921
22	1	0	4	32	75.7	15247	18230599
22	1	0	4	33	77.6	15770	18249792
22	1	0	4	34	78.2	16029	18318944
22	1	0	4	35	79.1	16358	18385195
22	1	0	4	36	80.9	16915	18493690
22	1	0	4	37	80.5	17088	18646336
22	1	0	4	38	81.9	17737	18868846
22	1	0	4	39	83.4	18295	19229113
22	1	0	4	40	81.3	18138	19534726
22	1	0	4	41	84.7	19227	19833441
22	1	0	4	42	88.1	20329	20128961
22	1	0	4	43	89.0	20935	20851216
22	1	0	4	44	88.2	21116	21426356
22	1	0	4	45	91.0	22089	22017519
22	1	0	4	46	93.2	23019	22575125
22	1	0	4	47	94.2	23604	23178737
22	1	0	4	48	96.5	24558	23795689
22	1	1	0	0	141.1	335	237346
22	1	1	0	1	121.0	288	238064
22	1	1	0	2	112.6	281	249464
22	1	1	0	3	93.7	221	235835
22	1	1	0	4	101.1	230	227511
22	1	1	0	5	75.5	166	219887
22	1	1	0	6	77.9	176	225822
22	1	1	0	7	63.3	143	225904
22	1	1	0	8	59.3	142	239266
22	1	1	0	9	69.5	168	241557
22	1	1	0	10	59.0	149	252616
22	1	1	0	11	51.4	138	268560
22	1	1	0	12	43.6	116	265989
22	1	1	0	13	44.2	119	269478
22	1	1	0	14	40.0	107	267749
22	1	1	0	15	37.3	98	262563
22	1	1	0	16	40.3	109	270801
22	1	1	0	17	44.4	122	274717
22	1	1	0	18	42.6	120	281418
22	1	1	0	19	41.6	121	290812
22	1	1	0	20	50.5	156	309040
22	1	1	0	21	42.1	132	313730
22	1	1	0	22	34.3	108	315038
22	1	1	0	23	41.6	131	314688
22	1	1	0	24	35.6	111	311894
22	1	1	0	25	41.4	126	304285
22	1	1	0	26	40.8	120	294030
22	1	1	0	27	35.8	101	282378
22	1	1	0	28	32.3	93	287557
22	1	1	0	29	35.8	104	290717
22	1	1	0	30	37.3	111	297942
22	1	1	0	31	40.8	125	306024
22	1	1	0	32	37.6	119	316708
22	1	1	0	33	50.0	154	308227
22	1	1	0	34	41.7	127	304284
22	1	1	0	35	45.1	140	310300
22	1	1	0	36	44.6	142	318126
22	1	1	0	37	44.4	145	326678
22	1	1	0	38	60.2	206	341912
22	1	1	0	39	56.5	194	343420
22	1	1	0	40	50.1	169	337020
22	1	1	0	41	46.2	152	329259
22	1	1	0	42	51.1	168	329014
22	1	1	0	43	49.7	163	328219
22	1	1	0	44	61.8	204	329986
22	1	1	0	45	56.1	187	333275
22	1	1	0	46	57.9	194	335120
22	1	1	0	47	59.0	197	333635
22	1	1	0	48	67.8	222	327399
22	1	1	1	0	26.6	981	3757708
22	1	1	1	1	25.0	923	3757240
22	1	1	1	2	24.4	895	3745257
22	1	1	1	3	23.4	859	3734829
22	1	1	1	4	23.6	860	3710056
22	1	1	1	5	20.5	739	3675532
22	1	1	1	6	19.7	701	3644249
22	1	1	1	7	18.0	630	3605142
22	1	1	1	8	17.8	616	3559049
22	1	1	1	9	19.9	685	3528769
22	1	1	1	10	18.5	638	3504699
22	1	1	1	11	17.3	606	3533385
22	1	1	1	12	16.4	580	3533902
22	1	1	1	13	16.2	574	3545297
22	1	1	1	14	15.6	563	3562620
22	1	1	1	15	13.5	490	3578246
22	1	1	1	16	14.2	518	3591572
22	1	1	1	17	15.3	561	3594559
22	1	1	1	18	13.6	501	3619324
22	1	1	1	19	15.3	572	3662192
22	1	1	1	20	13.4	512	3722730
22	1	1	1	21	12.5	489	3812457
22	1	1	1	22	12.3	504	3938137
22	1	1	1	23	11.8	496	4051833
22	1	1	1	24	13.3	572	4165492
22	1	1	1	25	12.3	538	4261262
22	1	1	1	26	10.4	459	4331930
22	1	1	1	27	10.3	463	4398459
22	1	1	1	28	10.8	482	4443342
22	1	1	1	29	9.5	431	4493570
22	1	1	1	30	9.0	410	4545516
22	1	1	1	31	8.4	383	4578344
22	1	1	1	32	7.6	347	4590249
22	1	1	1	33	7.4	341	4610216
22	1	1	1	34	7.2	328	4612506
22	1	1	1	35	7.7	355	4598608
22	1	1	1	36	7.3	330	4571856
22	1	1	1	37	7.4	333	4559434
22	1	1	1	38	6.9	316	4558864
22	1	1	1	39	5.5	255	4578047
22	1	1	1	40	5.8	270	4609091
22	1	1	1	41	4.3	203	4637231
22	1	1	1	42	5.2	244	4646777
22	1	1	1	43	4.9	232	4655493
22	1	1	1	44	5.0	237	4662295
22	1	1	1	45	4.7	223	4672223
22	1	1	1	46	5.5	257	4675936
22	1	1	1	47	5.7	270	4690640
22	1	1	1	48	5.8	274	4711562
22	1	1	2	0	27.5	976	3543134
22	1	1	2	1	25.8	935	3692461
22	1	1	2	2	27.2	1037	3840515
22	1	1	2	3	24.7	979	3997239
22	1	1	2	4	25.7	1054	4146504
22	1	1	2	5	21.5	907	4305920
22	1	1	2	6	19.7	869	4473999
22	1	1	2	7	19.1	865	4630207
22	1	1	2	8	18.7	888	4774916
22	1	1	2	9	17.9	877	4910487
22	1	1	2	10	18.0	894	5046284
22	1	1	2	11	16.7	862	5241939
22	1	1	2	12	15.4	811	5358935
22	1	1	2	13	15.2	819	5424696
22	1	1	2	14	15.8	869	5479942
22	1	1	2	15	15.4	847	5522506
22	1	1	2	16	15.4	857	5557297
22	1	1	2	17	16.3	912	5597985
22	1	1	2	18	16.7	942	5623993
22	1	1	2	19	18.2	1027	5634945
22	1	1	2	20	17.3	981	5618123
22	1	1	2	21	16.4	929	5610381
22	1	1	2	22	15.7	892	5621272
22	1	1	2	23	15.0	853	5640348
22	1	1	2	24	15.9	907	5659672
22	1	1	2	25	16.2	924	5681791
22	1	1	2	26	15.5	890	5709874
22	1	1	2	27	16.6	956	5736780
22	1	1	2	28	15.2	876	5770316
22	1	1	2	29	13.4	774	5800211
22	1	1	2	30	14.6	848	5818582
22	1	1	2	31	14.8	864	5847533
22	1	1	2	32	14.4	851	5893110
22	1	1	2	33	13.9	830	5956238
22	1	1	2	34	13.4	805	6022682
22	1	1	2	35	13.7	840	6113397
22	1	1	2	36	14.2	873	6201180
22	1	1	2	37	13.6	849	6285670
22	1	1	2	38	13.4	850	6378515
22	1	1	2	39	11.9	767	6475565
22	1	1	2	40	11.7	767	6574541
